,Country,City,Latitude,temp_min,temp_max,humid,wind_speed,cloud,found_city,url
61107,af,qal`ah-ye sang-e takht,34.259067,18.7,18.7,76,2.04,64,qal`ah-ye sang-e takht,"http://api.openweathermap.org/data/2.5/weather?q=qal`ah-ye sang-e takht,af&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
86964,af,wurjani,32.428812,25.77,25.77,74,2.04,0,wurjani,"http://api.openweathermap.org/data/2.5/weather?q=wurjani,af&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
127447,ar,aguada grande,-47.389004,85.98,85.98,61,4.38,24,aguada grande,"http://api.openweathermap.org/data/2.5/weather?q=aguada grande,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
127650,ar,alto rio senguer,-45.041049,50.43,50.43,40,26.75,0,alto rio senguer,"http://api.openweathermap.org/data/2.5/weather?q=alto rio senguer,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
127772,ar,antonio pini,-29.075481,95.16,95.16,66,8.41,0,antonio pini,"http://api.openweathermap.org/data/2.5/weather?q=antonio pini,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
128079,ar,barrio almirante brown,-54.816667,80.08,80.08,83,3.09,36,barrio almirante brown,"http://api.openweathermap.org/data/2.5/weather?q=barrio almirante brown,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
128383,ar,caleta olivia,-46.439291,55.51,55.51,53,12.15,76,caleta olivia,"http://api.openweathermap.org/data/2.5/weather?q=caleta olivia,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
128688,ar,cauchicol,-53.88106,53.6,53.6,46,23.04,40,cauchicol,"http://api.openweathermap.org/data/2.5/weather?q=cauchicol,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
129273,ar,comandante luis piedra buena,-49.985133000000005,56.73,56.73,23,21.43,32,comandante luis piedra buena,"http://api.openweathermap.org/data/2.5/weather?q=comandante luis piedra buena,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
129678,ar,durazno,-28.6,94.48,94.48,56,4.32,0,durazno,"http://api.openweathermap.org/data/2.5/weather?q=durazno,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
130092,ar,el trebol,-45.816666999999995,91.83,91.83,77,4.54,0,el trebol,"http://api.openweathermap.org/data/2.5/weather?q=el trebol,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
130099,ar,el turbio,-51.681371999999996,48.2,48.2,59,25.28,75,el turbio,"http://api.openweathermap.org/data/2.5/weather?q=el turbio,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
130327,ar,estanislao del campo,-25.055038,91.96,91.96,74,6.89,0,estanislao del campo,"http://api.openweathermap.org/data/2.5/weather?q=estanislao del campo,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
130634,ar,general jose de san martin,-47.445207,90.25,90.25,80,6.78,12,general jose de san martin,"http://api.openweathermap.org/data/2.5/weather?q=general jose de san martin,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
131330,ar,kaiken,-54.533333,46.38,46.38,49,15.79,48,kaiken,"http://api.openweathermap.org/data/2.5/weather?q=kaiken,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
131386,ar,la bajada,-48.883333,78.87,78.87,99,3.76,44,la bajada,"http://api.openweathermap.org/data/2.5/weather?q=la bajada,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
131551,ar,lago argentino,-50.336979,48.99,48.99,39,20.87,36,lago argentino,"http://api.openweathermap.org/data/2.5/weather?q=lago argentino,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
131983,ar,las pulgas,-45.460978999999995,52.41,52.41,30,20.54,88,las pulgas,"http://api.openweathermap.org/data/2.5/weather?q=las pulgas,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
132382,ar,los sauces,-30.736628999999997,66.81,66.81,28,21.54,92,los sauces,"http://api.openweathermap.org/data/2.5/weather?q=los sauces,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
132653,ar,mayor drummond,-33.024611,87.8,87.8,33,5.82,40,mayor drummond,"http://api.openweathermap.org/data/2.5/weather?q=mayor drummond,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
132772,ar,miranda,-53.681054,70.32,70.32,76,3.38,8,miranda,"http://api.openweathermap.org/data/2.5/weather?q=miranda,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133327,ar,parish,-36.518335,89.53,89.53,54,11.25,20,parish,"http://api.openweathermap.org/data/2.5/weather?q=parish,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133501,ar,piedra buena,-49.985133000000005,80.8,80.8,24,7,0,piedra buena,"http://api.openweathermap.org/data/2.5/weather?q=piedra buena,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133592,ar,pocho,-31.490057,88,88,50,3.6,24,pocho,"http://api.openweathermap.org/data/2.5/weather?q=pocho,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133833,ar,puerto deseado,-47.750336,51.33,51.33,58,9.75,64,puerto deseado,"http://api.openweathermap.org/data/2.5/weather?q=puerto deseado,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133910,ar,puerto remolino,-54.86666700000001,46.4,46.4,61,27.51,75,puerto remolino,"http://api.openweathermap.org/data/2.5/weather?q=puerto remolino,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
133926,ar,puerto santa cruz,-50.019104,55.56,55.56,30,20.6,76,puerto santa cruz,"http://api.openweathermap.org/data/2.5/weather?q=puerto santa cruz,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
134057,ar,rada tilly,-45.933333000000005,64.4,64.4,27,17.22,75,rada tilly,"http://api.openweathermap.org/data/2.5/weather?q=rada tilly,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
134219,ar,rio gallegos,-51.622613,53.6,53.6,27,26.4,75,rio gallegos,"http://api.openweathermap.org/data/2.5/weather?q=rio gallegos,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
134713,ar,san pablo,-54.333332999999996,87.8,87.8,55,11.41,40,san pablo,"http://api.openweathermap.org/data/2.5/weather?q=san pablo,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
134792,ar,santa cruz,-50.019104,48.2,48.2,59,25.28,75,santa cruz,"http://api.openweathermap.org/data/2.5/weather?q=santa cruz,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
134930,ar,sarmiento,-54.35,55.6,55.6,53,24.11,80,sarmiento,"http://api.openweathermap.org/data/2.5/weather?q=sarmiento,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
135186,ar,talleres,-45.816666999999995,93.2,93.2,49,9.17,20,talleres,"http://api.openweathermap.org/data/2.5/weather?q=talleres,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
135390,ar,tres cerros,-48.216667,91.78,91.78,58,5.55,20,tres cerros,"http://api.openweathermap.org/data/2.5/weather?q=tres cerros,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
135508,ar,ushuaia,-54.8,46.4,46.4,61,27.51,75,ushuaia,"http://api.openweathermap.org/data/2.5/weather?q=ushuaia,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
135534,ar,valle,-45.8,64.4,64.4,27,17.22,75,valle,"http://api.openweathermap.org/data/2.5/weather?q=valle,ar&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
138735,at,fussach,47.483056,41,41,100,3.36,90,fussach,"http://api.openweathermap.org/data/2.5/weather?q=fussach,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
141666,at,kleinsteinbach,47.133333,33.8,33.8,77,1.12,40,kleinsteinbach,"http://api.openweathermap.org/data/2.5/weather?q=kleinsteinbach,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
142711,at,litschgraben,48.5,42.8,42.8,87,11.41,24,litschgraben,"http://api.openweathermap.org/data/2.5/weather?q=litschgraben,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
144648,at,oberrohrbach,46.983333,42.8,44.6,81,12.75,75,oberrohrbach,"http://api.openweathermap.org/data/2.5/weather?q=oberrohrbach,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
144894,at,oftering,48.233333,41,41,100,8.05,75,oftering,"http://api.openweathermap.org/data/2.5/weather?q=oftering,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
149462,at,unterviehbach,48.35,41,41,100,8.05,75,unterviehbach,"http://api.openweathermap.org/data/2.5/weather?q=unterviehbach,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
150720,at,zelking,48.183333000000005,42.8,42.8,87,11.41,92,zelking,"http://api.openweathermap.org/data/2.5/weather?q=zelking,at&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
153702,au,dimbulah,-17.14752,66.76,66.76,98,4.09,68,dimbulah,"http://api.openweathermap.org/data/2.5/weather?q=dimbulah,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
154749,au,goondah,-34.733333,57.58,57.58,96,4.21,0,goondah,"http://api.openweathermap.org/data/2.5/weather?q=goondah,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
155459,au,isabella,-33.95,52.63,52.63,97,3.31,8,isabella,"http://api.openweathermap.org/data/2.5/weather?q=isabella,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
158554,au,pelverata,-47.05,57.2,57.2,62,8.05,40,pelverata,"http://api.openweathermap.org/data/2.5/weather?q=pelverata,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
158927,au,quinburra,-37.133333,55.33,55.33,70,3.09,0,quinburra,"http://api.openweathermap.org/data/2.5/weather?q=quinburra,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
159874,au,tabulam,-28.9,64.96,64.96,99,1.81,92,tabulam,"http://api.openweathermap.org/data/2.5/weather?q=tabulam,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
160058,au,temora municipality,-34.433333000000005,60.73,60.73,67,5.84,0,temora municipality,"http://api.openweathermap.org/data/2.5/weather?q=temora municipality,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
160858,au,warburton,-26.1346,59,59,93,6.93,20,warburton,"http://api.openweathermap.org/data/2.5/weather?q=warburton,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
161188,au,wieambilla,-27.016666999999998,70,70,82,7.9,36,wieambilla,"http://api.openweathermap.org/data/2.5/weather?q=wieambilla,au&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
181380,ba,lukovice,43.1922222,51.8,51.8,29,34.45,20,lukovice,"http://api.openweathermap.org/data/2.5/weather?q=lukovice,ba&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
184063,ba,podstijene,43.9430556,30.2,30.2,92,1.12,75,podstijene,"http://api.openweathermap.org/data/2.5/weather?q=podstijene,ba&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
223541,be,kortijs,50.7,46.4,48.2,93,4.7,75,kortijs,"http://api.openweathermap.org/data/2.5/weather?q=kortijs,be&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
229524,be,sint-michiels,51.183333000000005,46.4,50,93,4.7,75,sint-michiels,"http://api.openweathermap.org/data/2.5/weather?q=sint-michiels,be&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
230562,be,trahison,50.633333,46.4,50,100,3.36,75,trahison,"http://api.openweathermap.org/data/2.5/weather?q=trahison,be&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
270535,bo,antequera,-18.4833333,55.4,55.4,66,4.7,75,antequera,"http://api.openweathermap.org/data/2.5/weather?q=antequera,bo&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
271079,bo,buena vista,-18.6913889,73.4,73.4,100,6.93,90,buena vista,"http://api.openweathermap.org/data/2.5/weather?q=buena vista,bo&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
272838,bo,churuni,-15.85,59.56,59.56,96,2.59,76,churuni,"http://api.openweathermap.org/data/2.5/weather?q=churuni,bo&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
278081,bo,huayculi,-17.6666667,71.6,71.6,60,5.82,75,huayculi,"http://api.openweathermap.org/data/2.5/weather?q=huayculi,bo&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
278802,bo,jatun rumi,-20.2333333,71.6,71.6,60,5.82,75,jatun rumi,"http://api.openweathermap.org/data/2.5/weather?q=jatun rumi,bo&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
286453,br,ajuda,-16.5,84.2,84.2,45,6.93,40,ajuda,"http://api.openweathermap.org/data/2.5/weather?q=ajuda,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
287673,br,aracatuba,-28.116667,80.31,80.31,79,11.54,44,aracatuba,"http://api.openweathermap.org/data/2.5/weather?q=aracatuba,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
289233,br,bananal,-20.25,80.6,80.6,83,11.41,75,bananal,"http://api.openweathermap.org/data/2.5/weather?q=bananal,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
290757,br,boa vista,-11.45,91.4,91.4,49,13.87,75,boa vista,"http://api.openweathermap.org/data/2.5/weather?q=boa vista,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
293578,br,capim grosso,-4.866667,90.25,90.25,41,10.09,0,capim grosso,"http://api.openweathermap.org/data/2.5/weather?q=capim grosso,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
296798,br,divino,-21.0,75.58,75.58,69,5.73,92,divino,"http://api.openweathermap.org/data/2.5/weather?q=divino,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
297840,br,fartura,-25.5208,70.59,70.59,100,5.55,92,fartura,"http://api.openweathermap.org/data/2.5/weather?q=fartura,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
301021,br,ibitira,-7.4,83.37,83.37,61,3.83,92,ibitira,"http://api.openweathermap.org/data/2.5/weather?q=ibitira,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
301484,br,ipanema,-19.783333,91.4,91.4,49,4.7,40,ipanema,"http://api.openweathermap.org/data/2.5/weather?q=ipanema,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
301553,br,ipojuca,-22.433332999999998,84.2,84.2,70,9.17,20,ipojuca,"http://api.openweathermap.org/data/2.5/weather?q=ipojuca,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
304492,br,lavras,-22.925,66.18,66.18,100,4.05,88,lavras,"http://api.openweathermap.org/data/2.5/weather?q=lavras,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
305282,br,malhadinha,-5.611944,85.93,85.93,79,5.06,32,malhadinha,"http://api.openweathermap.org/data/2.5/weather?q=malhadinha,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
305413,br,mandacaru,-8.333333,79.81,79.81,70,10.58,92,mandacaru,"http://api.openweathermap.org/data/2.5/weather?q=mandacaru,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
310716,br,pirajuba,-19.9,78.42,78.42,85,6.51,64,pirajuba,"http://api.openweathermap.org/data/2.5/weather?q=pirajuba,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
311271,br,ponta do mel,-4.95,81.61,81.61,100,19.71,76,ponta do mel,"http://api.openweathermap.org/data/2.5/weather?q=ponta do mel,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
312862,br,raizinha,-15.916667000000002,82.11,82.11,90,4.54,20,raizinha,"http://api.openweathermap.org/data/2.5/weather?q=raizinha,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
313518,br,riacho,-10.883333,92.73,92.73,37,11.81,12,riacho,"http://api.openweathermap.org/data/2.5/weather?q=riacho,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
313912,br,rio manso,-14.683333,84.2,84.2,45,6.93,40,rio manso,"http://api.openweathermap.org/data/2.5/weather?q=rio manso,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
314882,br,santa fe,-20.816667000000002,84.2,84.2,70,9.17,75,santa fe,"http://api.openweathermap.org/data/2.5/weather?q=santa fe,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
315172,br,santana,-2.6166669999999996,84.63,84.63,81,7.56,56,santana,"http://api.openweathermap.org/data/2.5/weather?q=santana,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
325325,br,sobrado,-11.733333,91.4,91.4,38,9.17,40,sobrado,"http://api.openweathermap.org/data/2.5/weather?q=sobrado,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
325400,br,sombrio,-5.474444,77.61,77.61,85,7.07,12,sombrio,"http://api.openweathermap.org/data/2.5/weather?q=sombrio,br&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
346533,ca,avenir,55.037778,18.12,18.12,68,8.08,68,avenir,"http://api.openweathermap.org/data/2.5/weather?q=avenir,ca&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
348419,ca,helina,54.487221999999996,15.1,15.1,78,10.92,32,helina,"http://api.openweathermap.org/data/2.5/weather?q=helina,ca&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
348649,ca,kanata,45.333333,6.8,8.6,77,12.75,90,kanata,"http://api.openweathermap.org/data/2.5/weather?q=kanata,ca&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
348852,ca,lake cowichan,48.816666999999995,28.4,35.6,100,3.87,75,lake cowichan,"http://api.openweathermap.org/data/2.5/weather?q=lake cowichan,ca&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
350689,ca,saint-germain-de-grantham,45.833333,11.82,11.82,72,5.77,92,saint-germain-de-grantham,"http://api.openweathermap.org/data/2.5/weather?q=saint-germain-de-grantham,ca&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
377596,cf,fafara,4.5,87.8,87.8,62,8.05,40,fafara,"http://api.openweathermap.org/data/2.5/weather?q=fafara,cf&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
388052,ch,fluhli,46.870973,39.2,41,100,2.24,90,fluhli,"http://api.openweathermap.org/data/2.5/weather?q=fluhli,ch&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
402940,ci,takoa,6.26825,77.83,77.83,81,2.53,0,takoa,"http://api.openweathermap.org/data/2.5/weather?q=takoa,ci&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
405201,cl,balmaceda,-45.916667,50,50,57,24.16,20,balmaceda,"http://api.openweathermap.org/data/2.5/weather?q=balmaceda,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
405613,cl,chabunco,-53.016667000000005,50,50,53,23.04,40,chabunco,"http://api.openweathermap.org/data/2.5/weather?q=chabunco,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
405746,cl,chile chico,-46.55,36.7,36.7,76,3.31,92,chile chico,"http://api.openweathermap.org/data/2.5/weather?q=chile chico,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
406581,cl,farellones,-45.466667,82.4,82.4,24,12.75,0,farellones,"http://api.openweathermap.org/data/2.5/weather?q=farellones,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
408504,cl,puerto natales,-51.733333,48.2,48.2,67,25.28,75,puerto natales,"http://api.openweathermap.org/data/2.5/weather?q=puerto natales,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
408527,cl,puerto williams,-54.933333,46.4,46.4,61,27.51,75,puerto williams,"http://api.openweathermap.org/data/2.5/weather?q=puerto williams,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
409234,cl,tres puentes,-53.11666700000001,70.14,70.14,76,3.31,8,tres puentes,"http://api.openweathermap.org/data/2.5/weather?q=tres puentes,cl&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
420972,cn,anyuan,34.81,41.38,41.38,83,2.3,92,anyuan,"http://api.openweathermap.org/data/2.5/weather?q=anyuan,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
459385,cn,donglong,31.0,21.18,21.18,64,1.36,24,donglong,"http://api.openweathermap.org/data/2.5/weather?q=donglong,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
460679,cn,dongxing,19.794425,29.05,29.05,78,2.75,32,dongxing,"http://api.openweathermap.org/data/2.5/weather?q=dongxing,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
463601,cn,erjia,41.291412,43,43,92,9.75,64,erjia,"http://api.openweathermap.org/data/2.5/weather?q=erjia,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
477010,cn,guochuan,32.156389000000004,23.56,23.56,83,4.88,68,guochuan,"http://api.openweathermap.org/data/2.5/weather?q=guochuan,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
485752,cn,houan,28.738056,31.21,31.21,72,2.59,56,houan,"http://api.openweathermap.org/data/2.5/weather?q=houan,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
501934,cn,jianshe,45.041682,38.23,38.23,90,2.26,80,jianshe,"http://api.openweathermap.org/data/2.5/weather?q=jianshe,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
517749,cn,lengquan,38.489722,30.9,30.9,85,2.04,12,lengquan,"http://api.openweathermap.org/data/2.5/weather?q=lengquan,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
520882,cn,lihua,27.044444,54.25,54.25,76,3.27,68,lihua,"http://api.openweathermap.org/data/2.5/weather?q=lihua,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
527517,cn,longding,21.53934,31.26,31.26,80,2.37,0,longding,"http://api.openweathermap.org/data/2.5/weather?q=longding,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
561017,cn,qingshui,36.618611,37.06,37.06,94,3.38,56,qingshui,"http://api.openweathermap.org/data/2.5/weather?q=qingshui,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
577926,cn,shicun,29.943333000000003,20.1,20.1,81,0.29,36,shicun,"http://api.openweathermap.org/data/2.5/weather?q=shicun,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
609869,cn,weijiayao,39.420724,19.38,19.38,58,9.24,32,weijiayao,"http://api.openweathermap.org/data/2.5/weather?q=weijiayao,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
610826,cn,wenjiapo,35.337736,18.93,18.93,66,2.19,56,wenjiapo,"http://api.openweathermap.org/data/2.5/weather?q=wenjiapo,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
634175,cn,yangjiayao,37.912778,19.38,19.38,58,9.24,32,yangjiayao,"http://api.openweathermap.org/data/2.5/weather?q=yangjiayao,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
638537,cn,yehe,34.551186,9.16,9.16,74,5.55,0,yehe,"http://api.openweathermap.org/data/2.5/weather?q=yehe,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
645021,cn,yujiaping,27.493889000000003,11.68,11.68,77,2.71,76,yujiaping,"http://api.openweathermap.org/data/2.5/weather?q=yujiaping,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
645364,cn,yulong,27.837851,28.38,28.38,56,2.75,0,yulong,"http://api.openweathermap.org/data/2.5/weather?q=yulong,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
646801,cn,yuxin,40.946278,41.97,41.97,86,2.82,68,yuxin,"http://api.openweathermap.org/data/2.5/weather?q=yuxin,cn&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
658561,co,alemania,8.548473,75.2,75.2,73,1.74,40,alemania,"http://api.openweathermap.org/data/2.5/weather?q=alemania,co&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
665604,co,el cucharo,2.6083830000000003,77,77,61,3.36,20,el cucharo,"http://api.openweathermap.org/data/2.5/weather?q=el cucharo,co&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
687069,cr,moravia,9.826406,75.2,82.4,69,5.82,40,moravia,"http://api.openweathermap.org/data/2.5/weather?q=moravia,cr&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
693397,cu,la trinidad,22.033333300000002,80.6,80.6,57,12.75,40,la trinidad,"http://api.openweathermap.org/data/2.5/weather?q=la trinidad,cu&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
698925,cy,gerasa,34.8041667,60.8,71.6,68,10.29,90,gerasa,"http://api.openweathermap.org/data/2.5/weather?q=gerasa,cy&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
711729,cz,mnichov,49.496849,41,41,86,3.36,0,mnichov,"http://api.openweathermap.org/data/2.5/weather?q=mnichov,cz&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
728028,de,birkungen,51.366667,39.2,41,93,4.7,75,birkungen,"http://api.openweathermap.org/data/2.5/weather?q=birkungen,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
728691,de,bodenwalz,47.766667,39.2,41,100,10.29,75,bodenwalz,"http://api.openweathermap.org/data/2.5/weather?q=bodenwalz,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
729655,de,braunsbedra,51.3,39.2,41,100,11.41,75,braunsbedra,"http://api.openweathermap.org/data/2.5/weather?q=braunsbedra,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
730870,de,bujendorf,54.11666700000001,41,41,100,5.82,0,bujendorf,"http://api.openweathermap.org/data/2.5/weather?q=bujendorf,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
733119,de,diepoltshof,49.466667,37.4,42.8,100,3.36,1,diepoltshof,"http://api.openweathermap.org/data/2.5/weather?q=diepoltshof,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
735243,de,ehestorf,53.25,39.2,41,100,5.82,20,ehestorf,"http://api.openweathermap.org/data/2.5/weather?q=ehestorf,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
736607,de,enzisreute,47.883333,39.2,41,100,5.82,90,enzisreute,"http://api.openweathermap.org/data/2.5/weather?q=enzisreute,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
738790,de,freiolsheim,48.85,44.6,46.4,93,5.82,90,freiolsheim,"http://api.openweathermap.org/data/2.5/weather?q=freiolsheim,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
741003,de,gleisberg,51.083333,39.2,41,93,9.17,75,gleisberg,"http://api.openweathermap.org/data/2.5/weather?q=gleisberg,de&APPID=2e0b3995de13957a2e62c46a5a3da34b&units=imperial"
